row_type,point_index,subset_I,Q_values,P_values,Delta,hard_dtw_max_in,hard_dtw_min_out,hard_dtw_valid
SHATTERED_SET,,,,,,,,
POINT,0,,-0.5142347813,,,,,
POINT,1,,-1.77863884,,,,,
WITNESSES,,,,,,,,
SUBSET_WITNESS,,{},,1.265695214,-0.1997601092,,,1
SUBSET_WITNESS,,{0},,-0.5142347813,1,0,1.59871757,1
SUBSET_WITNESS,,{1},,-1.77863884,1,0,1.59871757,1
SUBSET_WITNESS,,"{0,1}",,-1.14643681,1,,,1
